domain	r_domain
jamiegisby.co.uk	uk.co.jamiegisby
obgynplano.com	com.obgynplano
northtexasurologist.com	com.northtexasurologist
healthinplainenglish.com	com.healthinplainenglish
buffalo.edu	edu.buffalo
vasi.com.au	au.com.vasi
roseglavin.com	com.roseglavin
pregnancyihub.com	com.pregnancyihub
coppellpedi.com	com.coppellpedi
newbegin.rehab	rehab.newbegin
nuuvee.com.au	au.com.nuuvee
siicp.com	com.siicp
caa.co.uk	uk.co.caa
pinsonurology.com	com.pinsonurology
nativeremedies.blog	blog.nativeremedies
southbenddentalcare.com	com.southbenddentalcare
teachdentalgroup.com	com.teachdentalgroup
prestigeer.org	org.prestigeer
personalhealth.ie	ie.personalhealth
stratfinance.com	com.stratfinance
pelvicfloorspecialist.com	com.pelvicfloorspecialist
murfreesboroacupunctureandmassage.com	com.murfreesboroacupunctureandmassage
miraclesofthequran.com	com.miraclesofthequran
inspirationalbodies.com	com.inspirationalbodies
entallergyandsinus.com	com.entallergyandsinus
uqora.com	com.uqora
marysville.co.uk	uk.co.marysville
cancershop.com	com.cancershop
renointegrativemedicalcenter.com	com.renointegrativemedicalcenter
marijuanadoctors.com	com.marijuanadoctors
aspenmedicaleurope.com	com.aspenmedicaleurope
mainline-ent.com	com.mainline-ent
nandoioppolo.org	org.nandoioppolo
aamatronas.org	org.aamatronas
recoveryourhealthtoday.com	com.recoveryourhealthtoday
best-travel-deals-tips.com	com.best-travel-deals-tips
drgio.com	com.drgio
abovo.rs	rs.abovo
rx-online-without-rx.com	com.rx-online-without-rx
naturalsmile.com	com.naturalsmile
brettelliott.com	com.brettelliott
thalassemia.com	com.thalassemia
scripps.org	org.scripps
tudiabetes.org	org.tudiabetes
nyacuchiro.com	com.nyacuchiro
gobiomed.com	com.gobiomed
ogmagazine.org.au	au.org.ogmagazine
talmudology.com	com.talmudology
drjulovich.com	com.drjulovich
vitalitysavannah.com	com.vitalitysavannah
theprogrp.com	com.theprogrp
healthywa.wa.gov.au	au.gov.wa.healthywa
barbertonhospital.com	com.barbertonhospital
a-renewedhealth.com	com.a-renewedhealth
shalby.org	org.shalby
tkhsurgery.com	com.tkhsurgery
reviewon.com	com.reviewon
medmark.com	com.medmark
documentinghope.com	com.documentinghope
urbanwhip.com	com.urbanwhip
bestpaindoctornyc.com	com.bestpaindoctornyc
babyuniquecorn.com	com.babyuniquecorn
kdttechnique.com	com.kdttechnique
learnreligions.com	com.learnreligions
amherstdental.com	com.amherstdental
fitwrapz.com	com.fitwrapz
petrology.ir	ir.petrology
indmedica.com	com.indmedica
drstates.com	com.drstates
pepperandwits.com	com.pepperandwits
maineurologyassociates.com	com.maineurologyassociates
nmdr1.us	us.nmdr1
nursingcareplan.org	org.nursingcareplan
eternalskincare.com	com.eternalskincare
strikeitfit.com	com.strikeitfit
thehealthesenior.biz	biz.thehealthesenior
vitasupreme.com	com.vitasupreme
docbobhealth.co.ke	ke.co.docbobhealth
besthealthyhabits.com	com.besthealthyhabits
jekyll-island.net	net.jekyll-island
metalboatsociety.org	org.metalboatsociety
merrittislandchiropractor.com	com.merrittislandchiropractor
familylifegoals.com	com.familylifegoals
nutrimantra.com	com.nutrimantra
wyomentalhealth.org	org.wyomentalhealth
hindionweb.com	com.hindionweb
royalsuiteshealthcare.blog	blog.royalsuiteshealthcare
drfootsolutions.com.au	au.com.drfootsolutions
faithdentalclinic.com	com.faithdentalclinic
lasersmilestudio.com	com.lasersmilestudio
secureserver.net	net.secureserver
opensumo.com	com.opensumo
rowleyfamilydental.com	com.rowleyfamilydental
anujprashermd.com	com.anujprashermd
food.news	news.food
clinicalgate.com	com.clinicalgate
masc.cc	cc.masc
laxasolutions.com	com.laxasolutions
golisan.com	com.golisan
lifehacksfordiabetics.com	com.lifehacksfordiabetics
alishech-vmc.net	net.alishech-vmc
illinoisveinspecialists.com	com.illinoisveinspecialists
abuse-drug.com	com.abuse-drug
bjmicrobiol.com.br	br.com.bjmicrobiol
ecancer.org	org.ecancer
healmehoney.com	com.healmehoney
dognowner.com	com.dognowner
apdkc.com	com.apdkc
mchphysicaltherapy.com	com.mchphysicaltherapy
preferreddentalcenter.com	com.preferreddentalcenter
atlanticchiropracticandrehab.com	com.atlanticchiropracticandrehab
schedulista.com	com.schedulista
hrc.govt.nz	nz.govt.hrc
naturalaloecostarica.com	com.naturalaloecostarica
childrensdentalcaremi.com	com.childrensdentalcaremi
remedies.co.in	in.co.remedies
mucinex.com	com.mucinex
satiate.co.in	in.co.satiate
spinalmeningitis.org	org.spinalmeningitis
megiswell.com	com.megiswell
horizonhealthshop.com	com.horizonhealthshop
workingclassmedicine.com	com.workingclassmedicine
drrogerholisticvet.com	com.drrogerholisticvet
coreem.net	net.coreem
hher24.com	com.hher24
healing-code.com	com.healing-code
healthbanana.com	com.healthbanana
centerpain.com	com.centerpain
aua.com.au	au.com.aua
truth-code.com	com.truth-code
lastresortrecovery.com	com.lastresortrecovery
ucdsmj.com	com.ucdsmj
privatepsychiatry.co.uk	uk.co.privatepsychiatry
mammothhealth.com.au	au.com.mammothhealth
emccochin.com	com.emccochin
pregnantmamababylife.com	com.pregnantmamababylife
careoregon.org	org.careoregon
femalehealthassociates.com	com.femalehealthassociates
nolancountyhealth.com	com.nolancountyhealth
hopenwellness.com	com.hopenwellness
murrayschollsfamilydental.com	com.murrayschollsfamilydental
eurocirc.org	org.eurocirc
fmsdental.com	com.fmsdental
pure-slumber.com	com.pure-slumber
rehabcenter.net	net.rehabcenter
cfvein.com	com.cfvein
topacupunctureherb.com	com.topacupunctureherb
thealthbenefitsof.com	com.thealthbenefitsof
santamonica-acupuncture.com	com.santamonica-acupuncture
genethon.fr	fr.genethon
implantdentalbellevue.com	com.implantdentalbellevue
smashwords.com	com.smashwords
chooseyourownny.com	com.chooseyourownny
mrsasurvivors.org	org.mrsasurvivors
biglistofwebsites.com	com.biglistofwebsites
medicalbrief.co.za	za.co.medicalbrief
denverwestpediatrics.com	com.denverwestpediatrics
futureofpersonalhealth.com	com.futureofpersonalhealth
veinrecovery.com	com.veinrecovery
oshio.ca	ca.oshio
theblackberrycenter.com	com.theblackberrycenter
centralalabamaent.com	com.centralalabamaent
dentalgroupatpolaris.com	com.dentalgroupatpolaris
yamouthearing.com	com.yamouthearing
licdentalassociates.com	com.licdentalassociates
preservawellness.com	com.preservawellness
healthspiritgreen.com	com.healthspiritgreen
urology.co.nz	nz.co.urology
urologysouthbend.com	com.urologysouthbend
developingteachers.com	com.developingteachers
buyincontinenceproducts.com.au	au.com.buyincontinenceproducts
scientificacupuncture.com	com.scientificacupuncture
elmtreemedical.com	com.elmtreemedical
sheptonmallettreatmentcentre.nhs.uk	uk.nhs.sheptonmallettreatmentcentre
rueziffra.com	com.rueziffra
rootswholehealth.com	com.rootswholehealth
yongefrontdental.com	com.yongefrontdental
wa.gov	gov.wa
acupunctureinyork.co.uk	uk.co.acupunctureinyork
herbalhow.com	com.herbalhow
knowgenetics.org	org.knowgenetics
immunize-utah.org	org.immunize-utah
kkonstantinidis.gr	gr.kkonstantinidis
health-and-fitness-needs.com	com.health-and-fitness-needs
wisefoodstorage.com	com.wisefoodstorage
integratedhealthcentre.com	com.integratedhealthcentre
woosterortho.com	com.woosterortho
dietnutritionadvisor.com	com.dietnutritionadvisor
dentalandbracesrockford.com	com.dentalandbracesrockford
womenshealthmatters.ca	ca.womenshealthmatters
cannabisvideos420.com	com.cannabisvideos420
family-intervention.com	com.family-intervention
thelifefitness.com	com.thelifefitness
intelliatx.com	com.intelliatx
bloodandmilk.com	com.bloodandmilk
peaksrecovery.com	com.peaksrecovery
onlinepsychologydegree.net	net.onlinepsychologydegree
scamhc.org	org.scamhc
offlineclinic.com	com.offlineclinic
sonoranpain.com	com.sonoranpain
drlevinemenshealth.com	com.drlevinemenshealth
vancouverhypnotherapy.org	org.vancouverhypnotherapy
naturalreliefs.com	com.naturalreliefs
eso-stroke.org	org.eso-stroke
advancedbmi.com	com.advancedbmi
danoffdental.com	com.danoffdental
backpaindetails.com	com.backpaindetails
mickey.dk	dk.mickey
createpharmabg.com	com.createpharmabg
progressivemedicalstore.com	com.progressivemedicalstore
healthymomsmagazine.net	net.healthymomsmagazine
discountrx24.com	com.discountrx24
rawrawbeauty.com	com.rawrawbeauty
healios.in	in.healios
midcityhospital.com	com.midcityhospital
violetfog.com	com.violetfog
bhnformulas.com	com.bhnformulas
gastrointestinalspecialists.com	com.gastrointestinalspecialists
ttpacupuncture.com	com.ttpacupuncture
msprepper.com	com.msprepper
curlwire.in	in.curlwire
seniorwomen.com	com.seniorwomen
pioneermedicalgroup.co.uk	uk.co.pioneermedicalgroup
islanddentalgroup.net	net.islanddentalgroup
thethailandlife.com	com.thethailandlife
rghospitalludhiana.com	com.rghospitalludhiana
entinstitute.com	com.entinstitute
gentledentalcenter.com	com.gentledentalcenter
taoofwellness.com	com.taoofwellness
superfitnesstutorials.com	com.superfitnesstutorials
audibelhearingquadcities.com	com.audibelhearingquadcities
nuvelaveins.com	com.nuvelaveins
intactnews.org	org.intactnews
drgabor.com	com.drgabor
bosland.com.my	my.com.bosland
ancient-minerals.com	com.ancient-minerals
cosmeticdentistsilverspring.com	com.cosmeticdentistsilverspring
buzzthisviral.com	com.buzzthisviral
recipe4diaries.com	com.recipe4diaries
tetraprintingsolutions.co.uk	uk.co.tetraprintingsolutions
spireandco.com	com.spireandco
toothdome.com	com.toothdome
authorityhealth.net	net.authorityhealth
carolinedawetherapy.com	com.carolinedawetherapy
orq.pl	pl.orq
pacherbs.com	com.pacherbs
atlantiauk.co.uk	uk.co.atlantiauk
sheaclinic.com	com.sheaclinic
diyhero.info	info.diyhero
reigatebeekeepers.org.uk	uk.org.reigatebeekeepers
stitcher.com	com.stitcher
greenstonellc.com	com.greenstonellc
hart-uk.org	org.hart-uk
josimons.co.uk	uk.co.josimons
balotadentistry.com	com.balotadentistry
miracleshihtzu.com	com.miracleshihtzu
newcreationtreatment.com	com.newcreationtreatment
obesitydiabetessurgery.com	com.obesitydiabetessurgery
beaconfamilydentistry.com	com.beaconfamilydentistry
athomesense.com	com.athomesense
baycare.net	net.baycare
fightaddictionnow.org	org.fightaddictionnow
myspinalcareclinic.com	com.myspinalcareclinic
gravityball.com	com.gravityball
elitenutrition.com	com.elitenutrition
staffshypnotherapy-stoke.co.uk	uk.co.staffshypnotherapy-stoke
spiritgatemedicine.com	com.spiritgatemedicine
ajuvia.com	com.ajuvia
naitcm.com	com.naitcm
caregivershome.com	com.caregivershome
mdinnov8.com	com.mdinnov8
sahajameditation.com	com.sahajameditation
hansendentistryapex.com	com.hansendentistryapex
tramil.net	net.tramil
mec-t.it	it.mec-t
phytonutrients.news	news.phytonutrients
bornat.org	org.bornat
thedetoxcenter.com	com.thedetoxcenter
justinpenoyer.com	com.justinpenoyer
bradleyphysio.co.uk	uk.co.bradleyphysio
urinarytractinfectionuti.com	com.urinarytractinfectionuti
insightclinicalhypnosis.com	com.insightclinicalhypnosis
cialis-5mg.eu	eu.cialis-5mg
epilepsy-wales.org.uk	uk.org.epilepsy-wales
meisacupuncture.com	com.meisacupuncture
bayvista.biz	biz.bayvista
enterprisenews.com	com.enterprisenews
cancersmoc.com	com.cancersmoc
vitamincoach.com	com.vitamincoach
funnycarreunion.com	com.funnycarreunion
medicalcases.eu	eu.medicalcases
evidencebasedbirth.com	com.evidencebasedbirth
destefanodentistry.com	com.destefanodentistry
naturalhealthkingdom.com	com.naturalhealthkingdom
sandoz-immunology.com	com.sandoz-immunology
abbadent.com	com.abbadent
canalblog.com	com.canalblog
compoundexercises.org	org.compoundexercises
seniorhelpdesk.com	com.seniorhelpdesk
phc-online.com	com.phc-online
skinnyhealthyfood.com	com.skinnyhealthyfood
columbiashoresobgyn.org	org.columbiashoresobgyn
baptisthealth.com	com.baptisthealth
artisandentalbellevue.com	com.artisandentalbellevue
apkfree.com	com.apkfree
health-articles.net	net.health-articles
mortonsfoot.com	com.mortonsfoot
gravityfitness.ca	ca.gravityfitness
statinanswers.com	com.statinanswers
ichgcp.net	net.ichgcp
hickleyshealthcare.com	com.hickleyshealthcare
duardn.com	com.duardn
iaminfusion.com.au	au.com.iaminfusion
firsthealthassociates.com	com.firsthealthassociates
iem-student.org	org.iem-student
youngleedmd.com	com.youngleedmd
infantilespasmsproject.org	org.infantilespasmsproject
hypnosis-to-quit-smoking.com	com.hypnosis-to-quit-smoking
hashimotoshealing.com	com.hashimotoshealing
viridiansa.co.za	za.co.viridiansa
medplusurgentcare.com	com.medplusurgentcare
driftpic.pw	pw.driftpic
ritzau.dk	dk.ritzau
eczemapictures.org	org.eczemapictures
leedsaudiologyclinic.co.uk	uk.co.leedsaudiologyclinic
customprobiotics.com	com.customprobiotics
gastroclinic.com	com.gastroclinic
gambellamedia.com	com.gambellamedia
tucc.com	com.tucc
studyblue.com	com.studyblue
healthysmileswestland.com	com.healthysmileswestland
gardencitysmiles.com	com.gardencitysmiles
lifestyledental.ca	ca.lifestyledental
freerestaurantrecipes.com	com.freerestaurantrecipes
touch2heal.co.uk	uk.co.touch2heal
gawlerblog.com	com.gawlerblog
newshama.com	com.newshama
wegotplayers.com	com.wegotplayers
oceanspray.gy	gy.oceanspray
manukahoneyblog.com	com.manukahoneyblog
premierifm.com	com.premierifm
acupuncturepei.com	com.acupuncturepei
crimsonn.com	com.crimsonn
coyleinstitute.com	com.coyleinstitute
vinepair.com	com.vinepair
oriprobe.com	com.oriprobe
chinookhoney.com	com.chinookhoney
cortezdentist.com	com.cortezdentist
theplaidzebra.com	com.theplaidzebra
highlighthealth.com	com.highlighthealth
ahrq.gov	gov.ahrq
stjoesemresidency.com	com.stjoesemresidency
pregnancyclue.com	com.pregnancyclue
consultantsinneurology.com	com.consultantsinneurology
shopeasyhub.com	com.shopeasyhub
honestnews.co.kr	kr.co.honestnews
bgf.org.au	au.org.bgf
dentistryinracine.com	com.dentistryinracine
unstoppablemaria.com	com.unstoppablemaria
spinalbackrack.com	com.spinalbackrack
boiron.ca	ca.boiron
dilmahtea.co.uk	uk.co.dilmahtea
wired.co.uk	uk.co.wired
businessgrouponhealth.org	org.businessgrouponhealth
htdsmedical.com	com.htdsmedical
glacierentclinic.com	com.glacierentclinic
ijneronline.com	com.ijneronline
expandexcel.com	com.expandexcel
alkasujokacupuncture.com	com.alkasujokacupuncture
marshfieldnewsherald.com	com.marshfieldnewsherald
natural-release.com	com.natural-release
surgerybrisbane.com.au	au.com.surgerybrisbane
panfoundation.org	org.panfoundation
tavistockclinic.com	com.tavistockclinic
lakejacksonurology.com	com.lakejacksonurology
auroear.com	com.auroear
taoofherbs.com	com.taoofherbs
causesofsciatica.info	info.causesofsciatica
countrysidenetwork.com	com.countrysidenetwork
choyungtea.com	com.choyungtea
northdallasurology.com	com.northdallasurology
gastroconsa.com	com.gastroconsa
gainesvilleholistichealthcare.com	com.gainesvilleholistichealthcare
urogroupnj.com	com.urogroupnj
mondaymorningmusings.me	me.mondaymorningmusings
meissavaccines.com	com.meissavaccines
aspho.org	org.aspho
naturalremedieshome.com	com.naturalremedieshome
ziwira.com	com.ziwira
aprofessionalheatingandair.com	com.aprofessionalheatingandair
myconfidentlife.com	com.myconfidentlife
complete-health-guide.com	com.complete-health-guide
orthoindy.com	com.orthoindy
menopausemind.com	com.menopausemind
teamsterslocal2010.com	com.teamsterslocal2010
screens-hd.ru	ru.screens-hd
cwls.co.nz	nz.co.cwls
dentistinbrooklyn.com	com.dentistinbrooklyn
entirebodyexercise.com	com.entirebodyexercise
allergystandards.com	com.allergystandards
hamptonbaymedicalnews.com	com.hamptonbaymedicalnews
xamgaw.com	com.xamgaw
monfrague.online	online.monfrague
aloeproduction.com	com.aloeproduction
bodymindwellnesscenter.com	com.bodymindwellnesscenter
ehealthme.com	com.ehealthme
weight-loss-advisor.com	com.weight-loss-advisor
myamplife.com	com.myamplife
goldyhoney.com	com.goldyhoney
beverlyhillsfamilydentalgroup.com	com.beverlyhillsfamilydentalgroup
adultsuperstores.com.au	au.com.adultsuperstores
advantagept.com	com.advantagept
symptomadvice.com	com.symptomadvice
1stpediatricdentist.com	com.1stpediatricdentist
pulseroll.com	com.pulseroll
drbarrydworkin.com	com.drbarrydworkin
herokuapp.com	com.herokuapp
taftmidwaydriller.com	com.taftmidwaydriller
metrovascularcenters.com	com.metrovascularcenters
idealfeetgroup.com	com.idealfeetgroup
drjeanstrength.com	com.drjeanstrength
dailyhealthplanet.com	com.dailyhealthplanet
northtampadentistry.com	com.northtampadentistry
sydology.com	com.sydology
fruitomed.com	com.fruitomed
ecellulitis.com	com.ecellulitis
drlisabaker.net	net.drlisabaker
eft-hypnotherapy-nlp.com	com.eft-hypnotherapy-nlp
nwamotherlode.com	com.nwamotherlode
typesofbacteria.co.uk	uk.co.typesofbacteria
swanseachiropractic.com	com.swanseachiropractic
knust.edu.gh	gh.edu.knust
hemorrhoidsdoctor.info	info.hemorrhoidsdoctor
oecdinsights.org	org.oecdinsights
ucer.info	info.ucer
livingwelllifecoaching.com	com.livingwelllifecoaching
clinic112.com	com.clinic112
freeprbox.co.uk	uk.co.freeprbox
travelstart.com.eg	eg.com.travelstart
ivami.com	com.ivami
makeupmyntra.com	com.makeupmyntra
brident.com	com.brident
medical-guides.com	com.medical-guides
ivcjournal.com	com.ivcjournal
georgetownpharmacy.com.my	my.com.georgetownpharmacy
mynewsfeednow.com	com.mynewsfeednow
articlecube.com	com.articlecube
health.wa.gov.au	au.gov.wa.health
anesthpain.com	com.anesthpain
ubiome.com	com.ubiome
dentaloasisofoc.com	com.dentaloasisofoc
mullerdentistry.com	com.mullerdentistry
healthquestinternationalclinic.com	com.healthquestinternationalclinic
naturalsleep.org	org.naturalsleep
myfamilyhealth.com.au	au.com.myfamilyhealth
anakayub.com	com.anakayub
londonmedicalonline.co.uk	uk.co.londonmedicalonline
reliefmart.com	com.reliefmart
livingsounds.ca	ca.livingsounds
thespicedetective.com	com.thespicedetective
alzheimers.org.za	za.org.alzheimers
elpasotimes.com	com.elpasotimes
photoshare.org	org.photoshare
thebalmlady.com	com.thebalmlady
dermasciences.com	com.dermasciences
wwjournals.com	com.wwjournals
elpasobackclinic.com	com.elpasobackclinic
gourmet-cookie-bouquets.com	com.gourmet-cookie-bouquets
onlinesafemedshop.com	com.onlinesafemedshop
westochiro.com	com.westochiro
myqueststore.com	com.myqueststore
rojadirectaes.online	online.rojadirectaes
movingmindshypnotherapy.com.au	au.com.movingmindshypnotherapy
airhelp.com	com.airhelp
arundelpatriot.org	org.arundelpatriot
giststorm.com	com.giststorm
miamibeachchiro.com	com.miamibeachchiro
dial4trade.com	com.dial4trade
jetlag.co.nz	nz.co.jetlag
healthykidstravel.com	com.healthykidstravel
connecting-life.net	net.connecting-life
mrsmangoandcompany.com	com.mrsmangoandcompany
